City part,Street,Size (m²),Price,Price per m²,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Ðnipiðkëse,Linkmenø ,44,500,11.36,FALSE,2,1,5,2018,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Atskiras áëjimas, nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, virtuvë sujungta su kambariu","Balkonas, terasa, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-linkmenu-g-nuomojamas-visiskai-naujas-4-840737/
Karoliniðkëse,Dariaus Gerbutavièiaus ,51,330,6.47,FALSE,2,4,5,1978,0,FALSE,Blokinis,Centrinis,Árengtas,Kabelinë televizija,Balkonas,"Su baldais, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, vonia",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-dariaus-gerbutaviciaus-g-2k-butas-karoliniskese-d-gerbutaviciaus-g-4-840709/
Ðnipiðkëse,A. Juozapavièiaus ,60,800,13.33,TRUE,3,4,4,2014,2016,TRUE,Mûrinis,Geoterminis,Árengtas,"Aukðtos lubos, butas palëpëje, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu",Drabuþinë,"Kondicionierius, skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-stilingas-ir-labai-sviesus-3-kambariu-60-kv-4-679701/
Antakalnyje,Smëlio ,42,500,11.9,FALSE,2,4,4,1980,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Uþdaras kiemas, kabelinë televizija, internetas, nauja kanalizacija, nauja elektros instaliacija, renovuotas namas","Vieta automobiliui, balkonas, drabuþinë","Ðildomos grindys, su baldais, plastikiniai vamzdþiai, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, indaplovë, duðo kabina, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-smelio-g-naujai-irengtas-jaukus-2k-butas-geriems-ir-4-840607/
Pilaitëje,Tolminkiemio ,47,400,8.51,FALSE,2,2,7,2017,0,FALSE,Monolitinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-tolminkiemio-g-isnomuojamas-47kvm-butas-pilaiteje-4-840595/
Baltupiuose,Baltupio ,59.59,350,5.87,FALSE,2,5,5,2000,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-baltupio-g-be-tarpininku-isnuomojamas-tvarkingas-ir-4-840563/
Naujamiestyje,Gedimino p,78,700,8.97,FALSE,3,1,3,1940,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gedimino-pr-jaukus-butas-su-zidiniu-nuomojamas-su-4-840475/
Senamiestyje,-,16,180,11.25,FALSE,1,3,5,1940,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-isnuomojamas-kambarys-merginai-vilniaus-4-840367/
Visoriuose,Bajorø keli,49.8,500,10.04,FALSE,2,1,7,2007,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-visoriuose-bajoru-kelias-nuomojamas-patogiai-isplanuotas-du-atskiri-4-840263/
Þirmûnuose,Raitininkø ,63,750,11.9,FALSE,3,5,6,2006,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-raitininku-g-isnuomojamas-klasikinio-interjero-pilnai-4-825001/
Senamiestyje,Þemaitijos ,16,350,21.88,FALSE,1,1,2,1940,0,FALSE,Mûrinis,Kita,Árengtas,"Atskiras áëjimas, uþdaras kiemas, internetas, nauja kanalizacija, nauja elektros instaliacija",Vieta automobiliui,"Þidinys, ðildomos grindys, su baldais, skalbimo maðina, ðaldytuvas, viryklë, duðo kabina",Ðarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-jauki-kisenele-mazas-butukas-vilniaus-4-840251/
Senamiestyje,Ðv. Ignoto ,30,175,5.83,FALSE,1,1,3,1973,0,FALSE,Mûrinis,Centrinis,Árengtas,"Uþdaras kiemas, internetas, tualetas ir vonia atskirai",Vieta automobiliui,"Su baldais, skalbimo maðina, ðaldytuvas, viryklë, duðo kabina, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-isnuomojamas-kambarys-paciame-senamiestyje-4-840239/
Antakalnyje,Antakalnio ,41,350,8.54,FALSE,2,5,5,1968,0,FALSE,Mûrinis,Centrinis,Árengtas,"Uþdaras kiemas, virtuvë sujungta su kambariu",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-isnuomojamas-2-kambariu-tvarkingas-irengtas-4-840231/
Lazdynuose,Erfurto ,33,300,9.09,FALSE,1,5,9,1970,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-isnuomojamas-vieno-kambario-butas-su-buitine-4-840227/
Fabijoniðkëse,Liudviko Zamenhofo ,59,380,6.44,FALSE,3,5,6,2004,0,FALSE,Mûrinis,Centrinis,Árengtas,"Internetas, kabelinë televizija",,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-liudviko-zamenhofo-g-be-tarpininku-nera-agenturos-mokescio-4-840209/
Senamiestyje,Gedimino p,70.66,1000,14.15,FALSE,3,3,4,1940,0,FALSE,Mûrinis,Dujinis,Árengtas,"Aukðtos lubos, virtuvë sujungta su kambariu",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-nuomojamas-butas-isskirtineje-vilniaus-4-840191/
Jeruzalëje,Kalvarijø ,97,600,6.19,FALSE,3,2,5,2000,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, virtuvë sujungta su kambariu, internetas, kabelinë televizija",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-kalvariju-g-irengtas-butas-su-baldais-buitine-technika-4-766291/
Fabijoniðkëse,Salomëjos Nëries ,51,420,8.24,FALSE,2,5,12,2005,0,FALSE,Mûrinis,"Centrinis kolektorinis, dujinis",Árengtas,,"Balkonas, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-isnuomuojamas-sviesus-ir-siltas-jaukus-4-840181/
Bajoruose,Bajorø keli,49,420,8.57,FALSE,2,6,6,2011,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,Internetas,"Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-bajoru-kelias-isnuomojamas-jaukus-2-kambariu-butas-su-4-840177/
Lazdynëliuose,Lazdynëliø ,58.74,600,10.21,FALSE,3,1,4,2018,0,FALSE,Blokinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdyneliu-g-nuo-rugsejo-3-d-bus-isnuomojamas-visiskai-4-840173/
Senamiestyje,Mindaugo ,40,400,10,FALSE,2,2,5,1962,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-langai-i-vinini-kiema-naujai-suremontuota-4-680061/
Ðnipiðkëse,Kernavës ,52,470,9.04,TRUE,2,6,7,2014,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kernaves-g-nuomojamas-pilnai-irengtas-dvieju-kambariu-4-840165/
Pavilnyje,Ðvarioji ,50,550,11,FALSE,2,2,3,2018,0,FALSE,Mûrinis,Dujinis,Árengtas,Uþdaras kiemas,"Terasa, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, viryklë, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-pavilnyje-svarioji-g--nuomojami-2-3-kambariu-butai-vaizdingoje-ir-4-835157/
Virðuliðkëse,Virðuliðkiø ,47.56,350,7.36,FALSE,2,3,5,1978,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-pirma-karta-isnuomojamas-2-kambariu-butas-su-4-840111/
Naujamiestyje,Naugarduko ,50,400,8,FALSE,2,3,4,1960,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-del-buto-apziuros-skambinti-37068772664-4-736901/
Naujamiestyje,S. Konarskio ,62,420,6.77,FALSE,62,4,5,2001,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g-nuomuojamas-jaukus-2k-butas-su-balkonu-4-840007/
Santariðkëse,Mykolo Marcinkevièiaus ,141,650,4.61,FALSE,5,5,5,2000,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-mykolo-marcinkeviciaus-g-nuomojamas-erdvus-ir-jaukus-5-141-kvm-4-839983/
Lazdynuose,Architektø ,14,130,9.29,TRUE,1,4,5,1969,0,FALSE,Blokinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, internetas, kabelinë televizija",Vieta automobiliui,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomojamas-kambarys-3-kambariu-bute-4-710277/
Dvarèionyse,Stepono Kairio ,30,130,4.33,TRUE,1,2,2,1975,0,FALSE,Kita,Kita,Árengtas,"Aukðtos lubos, uþdaras kiemas, kabelinë televizija, internetas",Vieta automobiliui,"Su baldais, plastikiniai vamzdþiai, skalbimo maðina, ðaldytuvas, viryklë, duðo kabina, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-dvarcionyse-stepono-kairio-g-isnuomojami-2-tvarkingi-kambariai-su-baldais-4-824585/
Grigiðkëse,Vilniaus ,44,260,5.91,FALSE,2,2,2,1951,0,FALSE,Mûrinis,Centrinis,Árengtas,"Atskiras áëjimas, aukðtos lubos, nauja kanalizacija","Sandëliukas, balkonas, vieta automobiliui, yra palëpë, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, duðo kabina",Ðarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-vilniaus-g-grigiskese-priesais-grigeo-fabrika-4-781925/
Antakalnyje,Nemenèinës p,85,490,5.76,FALSE,2,3,5,1995,0,FALSE,Mûrinis,Dujinis,Árengtas,"Aukðtos lubos, uþdaras kiemas, kabelinë televizija, internetas, tualetas ir vonia atskirai","Sandëliukas, balkonas","Su baldais, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-nemencines-pl-isnuomojamas-erdvus-2-k-butas-antakalnyje-4-839729/
Baltupiuose,Baltupio ,47,290,6.17,TRUE,2,3,5,1978,0,FALSE,Blokinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, nauja kanalizacija","Vieta automobiliui, balkonas","Skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-baltupio-g-be-tarpininku-baltupiuose-isnuomuojamas-2-4-819121/
Baltupiuose,Jono Kazlausko ,80,430,5.38,FALSE,2,2,3,1992,2016,TRUE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jono-kazlausko-g-isnuomojamas-butas-nuosavame-name-antrame-4-839681/
Pilaitëje,Karaliauèiaus ,39.1,350,8.95,FALSE,2,3,9,2018,0,FALSE,Blokinis,Centrinis,Árengtas,Uþdaras kiemas,"Balkonas, vieta automobiliui",,"Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-nuomojamas-391-kvm-dvieju-kambariu-butas-4-839193/
Santariðkëse,Santariðkiø ,44,420,9.55,FALSE,2,3,3,2007,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Internetas, kabelinë televizija, virtuvë sujungta su kambariu","Sandëliukas, balkonas, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, indaplovë, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-nuomojamas-jaukus-irengtas-2-kambariu-44-kv-4-839661/
Senamiestyje,Vilniaus ,25,200,8,FALSE,1,2,4,1900,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vilniaus-g-vilniaus-senamiestyje-nuomojami-kambariai-4-808441/
Antakalnyje,V. Grybo ,20,170,8.5,FALSE,1,3,5,1987,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-nuomojamas-jaukus-1-kambario-butas-4-839639/
Antakalnyje,Vytauto Þalakevièiaus ,51,550,10.78,FALSE,2,5,6,2016,0,FALSE,Blokinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Sandëliukas, balkonas, terasa, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-2-kambariu-butas-su-pozeminiu-parkingu-4-839627/
Pilaitëje,Karaliauèiaus ,30,400,13.33,FALSE,1,8,9,2018,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-isnuomojamas-itin-jaukus-ir-sviesus-1-k-4-839479/
Lazdynuose,M. Mironaitës ,67,420,6.27,FALSE,2,6,6,2008,0,FALSE,Mûrinis,Centrinis,Árengtas,"Uþdaras kiemas, virtuvë sujungta su kambariu","Sandëliukas, balkonas, rûsys, vieta automobiliui, drabuþinë","Skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-m-mironaites-g-vieta-1-automobilui-pozeminiame-garaze-4-839429/
Paðilaièiuose,Ukmergës ,93,550,5.91,FALSE,3,3,6,2002,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-ukmerges-g-graziai-irengtas-erdvus-butas-pasilaiciuose-4-711361/
Senamiestyje,Aguonø ,30,350,11.67,FALSE,1,1,4,1956,0,FALSE,Mûrinis,Centrinis,Árengtas,"Aukðtos lubos, nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas","Sandëliukas, rûsys, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-aguonu-g-ilgam-laikui-isnuomojamas-jaukus-1-kambario-4-335241/
Naujamiestyje,Birþelio 23-iosios ,47,450,9.57,FALSE,2,1,5,1960,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-birzelio-23-iosios-g-isnuomojamas-jaukus-labai-tvarkingas-siltas-4-592943/
Naujamiestyje,Savanoriø p,38,400,10.53,FALSE,1,7,8,2008,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-naujos-statybos-1-kambario-butas-4-837727/
Karoliniðkëse,Igno Ðimulionio ,90,1250,13.89,TRUE,3,1,3,2007,0,FALSE,Mûrinis,Centrinis,Árengtas,"Atskiras áëjimas, aukðtos lubos, tualetas ir vonia atskirai, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Sandëliukas, balkonas, terasa, vieta automobiliui, drabuþinë","Kondicionierius, skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, þidinys, plastikiniai vamzdþiai, indaplovë, duðo kabina, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-igno-simulionio-g-4-562791/
Uþupyje,Polocko ,62.32,840,13.48,FALSE,3,2,3,2016,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-uzupio-etiudo-naujos-statybos-3-kambariu-4-662069/
Baltupiuose,Didlaukio ,36,370,10.28,TRUE,2,1,2,1982,0,FALSE,Mûrinis,Centrinis,Árengtas,"Atskiras áëjimas, butas per kelis aukðtus, tualetas ir vonia atskirai, nauja elektros instaliacija, internetas, virtuvë sujungta su kambariu",Drabuþinë,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina",Ðarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomojamas-naujai-irengtas-butas-dvieju-4-839149/
Baltupiuose,Didlaukio ,50,350,7,FALSE,2,2,9,1986,0,FALSE,Mûrinis,Centrinis,Árengtas,,"Sandëliukas, balkonas","Su baldais, skalbimo maðina, ðaldytuvas, viryklë, duðo kabina",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-2k-butas-su-baldais-baltupiai-29a-4-839133/
Antakalnyje,Antakalnio ,30,300,10,FALSE,1,3,5,1960,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-nuomojamas-jaukus-1-kambario-butas-su-balkonu-4-823485/
Antakalnyje,Grybautojø ,80,600,7.5,FALSE,3,2,2,2004,0,FALSE,Mûrinis,Dujinis,Árengtas,"Atskiras áëjimas, butas per kelis aukðtus, uþdaras kiemas, internetas, kabelinë televizija",Vieta automobiliui,"Su baldais, ðaldytuvas, ðildomos grindys, viryklë",,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-grybautoju-g-isnuomojamas-3-kambariu-namas-nuostabioje-4-482244/
Paðilaièiuose,Giruliø ,65,400,6.15,FALSE,2,7,9,2007,0,FALSE,Monolitinis,Centrinis kolektorinis,Árengtas,Virtuvë sujungta su kambariu,"Balkonas, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, vonia",Ðarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-giruliu-g-nuomojamas-2-ieju-kambariu-butas-giruliu-g-4-839081/
Lazdynëliuose,Bukèiø ,60,460,7.67,FALSE,2,4,5,2005,0,FALSE,Monolitinis,Elektra,Árengtas,"Atskiras áëjimas, uþdaras kiemas",,Su baldais,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-bukciu-g-nuoma-2-kambariu-buto-jonazoliu-bukciu-gatve-4-839073/
Lazdynëliuose,Jonaþoliø ,84,690,8.21,FALSE,3,3,9,2007,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-jonazoliu-g-nuomojamas-erdvus-ka-tik-atnaujintas-4-839065/
Paðilaièiuose,Gabijos ,64,330,5.16,FALSE,3,1,9,1987,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-gabijos-g-is-pirmu-rankuisnuomojamas-3-ju-kambariu-4-839043/
Pilaitëje,Papilënø ,39.29,280,7.13,FALSE,1,4,5,1996,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-papilenu-g-geroje-vietoje-pilaiteje-blokiniame-name-4-838977/
Naujojoje Vilnioje,S. Raðtikio ,47,360,7.66,FALSE,2,2,2,2009,0,FALSE,Mûrinis,Dujinis,Árengtas,Virtuvë sujungta su kambariu,Vieta automobiliui,Su baldais,"Ðarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-s-rastikio-g-isnuomojamas-naujos-statybos-2-k-butas-s-4-838939/
Antakalnyje,S. Raðtikio ,49,380,7.76,FALSE,2,1,2,2009,0,FALSE,Mûrinis,Dujinis,Árengtas,Virtuvë sujungta su kambariu,Vieta automobiliui,Su baldais,"Ðarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-s-rastikio-g-isnuomojamas-naujos-statybos-2-k-butas-s-4-838937/
Antakalnyje,P. Vileiðio ,68,520,7.65,FALSE,3,4,5,1970,0,FALSE,Mûrinis,Centrinis,Árengtas,"Nauja kanalizacija, internetas, virtuvë sujungta su kambariu","Balkonas, rûsys, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-nuo-rugpjucio-vidurio-isnuomojamas-3-kambariu-4-838859/
Naujamiestyje,Vaðingtono ,32,420,13.13,FALSE,1,1,4,1957,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Uþdaras kiemas, virtuvë sujungta su kambariu",Vieta automobiliui,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vasingtono-a-nuomojamas-ka-tik-atnaujintas-1-kambario-4-838837/
Ðnipiðkëse,Lvovo ,71,550,7.75,FALSE,3,9,9,2005,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-lvovo-g-nuomojamas-3-ju-kambariu-butas-vilniaus-4-838713/
Justiniðkëse,Taikos ,64,110,1.72,FALSE,3,2,5,1985,0,FALSE,Blokinis,Centrinis,Árengtas,"Kabelinë televizija, internetas, tualetas ir vonia atskirai",Balkonas,"Su baldais, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-kambario-nuoma-vilniuje-justiniskese-4-797607/
Uþupyje,Kriviø ,33,420,12.73,TRUE,1,1,2,1940,0,FALSE,Medinis,Elektra,Árengtas,"Atskiras áëjimas, nauja kanalizacija, nauja elektros instaliacija, internetas, virtuvë sujungta su kambariu",Terasa,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, duðo kabina",Ðarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-labai-jaukus-ir-sviesus-1-kambario-33-kvm-4-827355/
Senamiestyje,Ðaltiniø ,74,900,12.16,FALSE,3,5,6,2010,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saltiniu-g-isnuomojamas-jaukus-74-kvm-3-kambariu-4-732757/
