District,Street,Area (m²),Price,Price/m²,Lower price,Number of rooms,Floor,Floors,Built year,Renovation year,Renovation,Building type,Heating type,Refurbishment,Features,Extra parts,Extra stuff,Security,Description,URL,City
Senamiestyje,Didžioji ,45,650,14.44,TRUE,2,5,5,1955,0,FALSE,Mūrinis,Elektra,Įrengtas,"Butas palėpėje, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, virtuvė sujungta su kambariu","Sandėliukas, rūsys, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, signalizacija","Nuomojamas pilnai suremontuotas ir naujai įrengtas (dar negyventas) butas Senamiesčio širdyje - Didžiojoje gatvėje.Su visais naujais baldais ir nauja buitine technika. Butas laisvas jau dabar!Vaizdas į Rotušės aikštę.BENDRA INFORMACIJA:• Adresas: Didžioji g. 20;• Nuomos kaina: 650 Eur;• Bendras plotas: 45 kv.m;• Aukštas: 5 iš 5;• Kambarių sk.: 2;• Butui priklauso 4 kv.m. rūsys;BUTO IŠPLANAVIMAS, ĮRENGIMAS:• Butas su naujais baldais ir nauja buitine technika;• Langai: plastikiniai su stiklo paketu, orientuoti į pietų ir vakarų puses, šviesūs kambariai;• Sienos: kambariuose – dažytos;• Grindys: parketlentės,  vonios kambaryje ir wc – plytelės, šildomos;• Šarvo tipo įėjimo durys.ŠILDYMAS:• Šildymas: autonominis - elektrinis;• Šildomos vonios grindys.NAMAS IR APLINKA:• Tvarkingos būklės namas, uždaras kiemas;• Rakinama laiptinė, ramūs ir tvarkingi kaimynai;• Namą administruoja - Senamiesčio ūkis.VIETA AUTOMOBILIUI:• Vidiniame uždarame kieme, yra automatiniai įvažiavimo vartai. Kaina - papildomai 50 Eur.VIETA:• Prie pat Rotušės!• Artimiausia maisto prekių parduotuvė „IKI“ ~ 400 m;• Aplink mokymosi įstaigos, darželiai, mokyklos, universitetai;• Aplink kavinės ir kitos pramogos.Domina TIK ilgalaikė nuoma (mažiausiai metams), be naminių gyvūnų.Nuomojama be tarpininkų!        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-pilnai-suremontuotas-ir-naujai-4-824335/,Vilnius
Fabijoniškėse,Salomėjos Nėries ,45,335,7.44,FALSE,2,12,12,2008,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,Išnuomoju 2 kambarių butą su baldais ir buitine technika.kaina 335 EU. Tel.860419336.Su gyvūnais ir mažais vaikučiais prašau nesikreipti.        ,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-isnuomoju-2-kambariu-buta-su-baldais-ir-4-841173/,Vilnius
Šnipiškėse,Linkmenų ,45.65,590,12.92,FALSE,2,2,3,2016,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,"2016 m. name Linkmenų g. 6 nuomojamas  naujas  stilingas ir jaukus butas be tarpininkų.  Butas įrengtas kokybiškomis medžiagomis, baldais bei buitine technika.  Koridoriuje įrengta didelė funkcionali spinta.  Vonioje: patogi dušo kabina, spintelės vonios reikmenims, skalbimo mašina, modernus elektrinis gyvatukas, vonios aksesuarai, kokybiška  santechnika. Virtuvėje:  šaldytuvas, kaitlentė, orkaitė, gartraukis, indaplovė. Nedideli komunaliniai mokesčiai, kolektorinė šildymo sistema, kai galima šildymą reguliuoti. Daugiabučio aplinka itin gražiai sutvarkyta, aptverta, įėjimas koduotas, namo durys taip pat su kodine spyna. Yra liftas. Butas labai jaukus, šviesus, erdvus ir patogus. Itin patogi vieta susisiekimo požiūriu Vilniuje, iki centro ar prekybos centrų, ofisų pesčiomis 10 min., visuomeniniu transportu patogu keliauti į daugelį Vilniaus vietų.",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-2016-m-name-linkmenu-g-6-nuomojamas-naujas-4-838797/,Vilnius
Pašilaičiuose,Pavilnionių ,33,365,11.06,FALSE,2,2,7,2016,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,"Be tarpininkų naujos statybos name išnuomojamas puikus, kompaktiškas, gerai įrengtas butas:-atskirtas miegamasis-atskira įeinama drabužinė-maži komunaliniai mokesčiai, reguliuojamas šildymas,-švari nauja laiptinė, namo aplinka,-uz 1,5 min kelio - autobusų, troleibusų ir mikriukų žiedas,-netoli įvažiavimas į aplinkelį, greitas susisiekimas,-šalia parduotuvės Maxima, Lidl, kitų paslaugų įmonės, picerija, greito maisto restoranas,-nėra mokesčio tarpininkui.Puiki vieta patogiai gyventi!",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pavilnioniu-g-be-tarpininku-naujos-statybos-name-4-840893/,Vilnius
Užupyje,Filaretų ,30,360,12,FALSE,1,1,2,1940,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, virtuvė sujungta su kambariu",Rūsys,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, dušo kabina",Šarvuotos durys,"Nuomojamas 1 kambario (loft tipo) butas. Viena bendra erdvė, patalpa aukštomis lubomis (4 m.), miegamoji dalis įrengta antresolėje. Su baldais (sofa-lova, virtuvės kompl., stalas, kėdės) ir buitine technika (el. viryklė ir orkaitė, gartraukis, šaldytuvas, skalbimo mašina). Šildymas dujinis autonominis. Yra nedidelė sieninė spinta. Automobilio statymas gatvėje (nemokamas). Butas nuomojamas minimaliai vienerių metų laikotarpiui. Butas patogus gyventi 1-2 asmenims. Kapitalinis remontas atliktas prieš 4 metus. Butas tvarkingas. Nuomoja savininkas. Agentūrų paslaugos nedomina. Be naminių gyvūnų.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-filaretu-g-nuomojamas-1-kambario-loft-tipo-butas-4-840811/,Vilnius
Santariškėse,Žaliųjų Ežerų ,36,290,8.06,FALSE,1,1,9,1982,2016,TRUE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Internetas, kabelinė televizija","Sandėliukas, balkonas","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna","Mokyklos ~ 800 m — Vilniaus Jeruzalės vidurinė mokykla  ~ 1,3 km — Vilniaus Šv. Juozapo kunigų seminarija  ~ 2,3 km — Mykolo Romerio universitetas  ________________________________________ Darželiai ~ 2,5 km — Vilniaus lopšelis-darželis ""Gintarėlis""  ~ 2,5 km — Vilniaus lopšelis-darželis ""Šermukšnėlė""  ~ 2,6 km — Vilniaus lopšelis-darželis ""Pumpurėlis""  ________________________________________ Nuomojamas 1 k. butas renovuotam name Santariškėse.  Labai pigus šildymas su individualia apskaita šalčiausia mėn 16 eur.  Izoliuotas kambarys! Butas šalia Verkių parko kur prateka upelis! Kieme vaikų žaidimo, teniso ir krepšinio aikštelės,  Po kosmetinio remonto! Nuomojamas ilgesniam laikotarpiui porai arba 2 merginoms, be gyvūnų. Baldai: pilnai apstatytas butas! Buitine technika: šaldytuvas, viryklė. Butas ypatingai šiltas ir ramus! Suremontuotas san. mazgas.  Durys – šarvuotos. Langai – plastikiniai, išstiklintas balkonas! Grindys – linoleumas,  Komunikacijos – internetas, kabelinė televizija. Švari, tvarkinga bei rakinama laiptinė. Geras susisiekimas viešuoju transportu su bet kuriuo Vilniaus miesto tašku. Netoliese yra parduotuvės, gydymo įstaigos, mokyklos, vaiku darželiai. Galima skambinti ir savaitgaliais Vienkartinis tarpininkavimo mokestis (jei butas tiks).  Mob. +37060928035 ",http://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-zaliuju-ezeru-g-mokyklos-800-m-vilniaus-jeruzales-4-840071/,Vilnius
Senamiestyje,M. Daukšos ,35,440,12.57,FALSE,2,1,2,1890,0,FALSE,Mūrinis,Kita,Įrengtas,,,,,"Naujai įrengtas, Senamiestyje. Sename name su sodu 5 min pėsčiomis iki Rotušės ir Užupio. 200m iki Lidl prekybos centro. Šalia miesto tranporto stotelių. Tvarkinga ir apšviesta gatvė. Teo šviesolaidinis internetas. 2 kambariai, miegamasis ir svetainė su virtuve.  Uždaras kiemas puikiai tinka Grill party ir arbatai.  Daug nemokamo parkingo kieme. Modernus ir ekonomiškas elektrinis šildymas (ne daugiau ~80Eur per men. ziema) Galime išnuomoti ir trumpesniam laikui, sakykite kokiam laikui norite, patikslinsime kainą.  Už papildoma mokestį galime pridėti indų, patalų ir kitų būtinų prietaisų rinkinuką reikalingų patogiam gyvenimui.  Jokių agentūros mokesčių. Nuomoja savininkas. Agentūros su komisiniais mokesčiais nepageidaujamos. Freshly renovated and fully equipt flat just 5min walk to very Center of Vilnius old town. Free parking. Internet up to 600Mbs. Public transport -100m. Big supermarket – 5min walk.  Low monthly maintenance costs. No agency fees - private owner        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-m-dauksos-g-naujai-irengtas-senamiestyje-sename-name-su-4-839707/,Vilnius
Senamiestyje,M. Daukšos ,30,420,14,FALSE,2,1,2,1890,0,FALSE,Mūrinis,Kita,Įrengtas,,,,,"Naujai įrengtas, Senamiestyje. Sename name su sodu 5 min pėsčiomis iki Rotušės ir Užupio. 200m iki Lidl prekybos centro. Šalia miesto tranporto stotelių. Tvarkinga ir apšviesta gatvė. Teo šviesolaidinis internetas. 2 kambariai, miegamasis ir svetainė su virtuve.  Uždaras kiemas puikiai tinka Grill party ir arbatai.  Daug nemokamo parkingo kieme. Modernus ir ekonomiškas elektrinis šildymas (ne daugiau ~80Eur per men. ziema) Galime išnuomoti ir trumpesniam laikui, sakykite kokiam laikui norite, patikslinsime kainą.  Už papildoma mokestį galime pridėti indų, patalų ir kitų būtinų prietaisų rinkinuką reikalingų patogiam gyvenimui.  Jokių agentūros mokesčių. Nuomoja savininkas. Agentūros su komisiniais mokesčiais nepageidaujamos. Freshly renovated and fully equipt flat just 5min walk to very Center of Vilnius old town. Free parking. Internet up to 600Mbs. Public transport -100m. Big supermarket – 5min walk.  Low monthly maintenance costs. No agency fees - private owner        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-m-dauksos-g-naujai-irengtas-senamiestyje-sename-name-su-4-839705/,Vilnius
Senamiestyje,Rasų ,40,390,9.75,FALSE,2,1,2,1940,0,FALSE,Mūrinis,Kita,Įrengtas,,,,,"Naujai įrengtas, Senamiestyje, Rasų g. 24. Privaciame name visai šalia senamiesčio su visais baldais ir buitine technika.  15 min pėsčiomis iki Rotušės ir Užupio. 200m iki Lidl prekybos centro. Šalia miesto tranporto stotelių. Tvarkinga ir apšviesta gatvė. Teo šviesolaidinis internetas. 2 kambariai: miegamasis ir svetainė su virtuve.  Uždaras privatus kiemas su sodu. Yra galimybė papildomai nuomotis sandėliuka mopedo ar dviračio laikymui. Daug parkavimo vietos tiek kieme tiek gatvėje greta. Modernus ir ekonomiškas elektrinis šildymas (ne daugiau ~100Eur per men. ziema), taip pat galima kurenti pečių, jei yra noro romantikai arba ekonomijai. Galime išnuomoti ir trumpesniam laikui, sakykite kokiam laikui norite, patikslinsime kainą.  Už papildoma mokestį galime pridėti indų, patalų ir kitų būtinų prietaisų rinkinuką reikalingų patogiam gyvenimui.  Jokių agentūros mokesčių. Nuomoja savininkas. Agentūros su komisiniais mokesčiais nepageidaujamos. Freshly renovated and fully equipt flat just 15min walk to very Center of Vilnius old town in private apartment house Private yard with garden. Possible to arrange additional storage room for scooter or bike. Free parking. Internet up to 600Mbs. Public transport -100m. Big supermarket – 5min walk.  Low monthly maintenance costs. No agency fees - private owner        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-rasu-g-naujai-irengtas-senamiestyje-rasu-g-24-4-746865/,Vilnius
Senamiestyje,Rasų ,35,390,11.14,FALSE,2,1,2,1940,0,FALSE,Mūrinis,Kita,Įrengtas,,,,,"Naujai įrengtas, Senamiestyje, Rasų g. 24. Privaciame name su sodu 15 min pėsčiomis iki Rotušės ir Užupio. 200m iki Lidl prekybos centro. Šalia miesto tranporto stotelių. Tvarkinga ir apšviesta gatvė. Teo šviesolaidinis internetas. 2 kambariai, miegamasis ir svetainė su virtuve.  Uždaras privatus kiemas su sodu puikiai tinka Grill party ir arbatai. Yra galimybė papildomai nuomotis sandėliuka mopedo ar dviračio laikymui. Daug nemokamo parkingo tiek kieme tiek gatvėje greta. Modernus ir ekonomiškas elektrinis šildymas (ne daugiau ~100Eur per men. ziema), taip pat galima kurenti pečių, jei yra noro romantikai arba ekonomijai. Galime išnuomoti ir trumpesniam laikui, sakykite kokiam laikui norite, patikslinsime kainą.  Už papildoma mokestį galime pridėti indų, patalų ir kitų būtinų prietaisų rinkinuką reikalingų patogiam gyvenimui.  Jokių agentūros mokesčių. Nuomoja savininkas. Agentūros su komisiniais mokesčiais nepageidaujamos. Freshly renovated and fully equipt flat just 15min walk to very Center of Vilnius old town in private apartment house with own garden. Possible to arrange additional storage room for scooter or bike. Free parking. Internet up to 600Mbs. Public transport -100m. Big supermarket – 5min walk.  Low monthly maintenance costs. No agency fees - private owner        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-rasu-g-naujai-irengtas-senamiestyje-rasu-g-24-4-752395/,Vilnius
Pašilaičiuose,Medeinos ,35,255,7.29,TRUE,1,3,3,1982,0,FALSE,Monolitinis,"Centrinis, elektra",Įrengtas,,,,,"Nuo 2018 08 01 išnuomojamas jaukus 1 k. butas ramioje Medeinos g.  Vilniuje. Privalumai: ramybė, puikus susisiekimas, visada vieta automobiliui, kondicionierius (šildo/vėdina), greitaeigis internetas, įstiklintas balkonas, šaldytuvas, virtuvės įranga. Kaina 255 EUR mėn + komunaliniai, derinama. Pageidautina ilgesniam laikui. Depozitas - 2 mėn.         ",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-medeinos-g-nuo-2018-08-01-isnuomojamas-jaukus-1-k-butas-4-834135/,Vilnius
Pilaitėje,Įsruties ,34.47,390,11.31,TRUE,1,7,8,2016,0,FALSE,Blokinis,Centrinis kolektorinis,Įrengtas,,,,,"BUTAS NAUJAI ĮRENGTAS, JAME DAR NIEKAS NEGYVENO. NUOMOJAMAS SU VISAIS BALDAIS, BUITINE TECHNIKA (skalbimo mašina ir televizorius bus greitu metu) IR INTERJERO DETALĖMIS.  ĮRENGIMAS  Grindys – laminatas, sienos – dažytos; Bute įrengtas grindinis šildymas su individualia buto apskaita. Reguliavimo sistema – Danfoss. Bute taip pat įrengtas rotacinis rekuperatorius. NAMAS, APLINKA Namo vystytojas „Vilmestos projektai“ Namo energetinė klasė – A+; Atokiau nuo pagrindinės gatvės, nėra triukšmo, daug pasivaikščiojimo takelių; Erdvi automobilių parkavimo aikštelė; Puikiai išvystyta infrastruktūra: šalia mokykla, darželis, parduotuvės, viešojo transporto stotelės.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-butas-naujai-irengtas-jame-dar-niekas-4-839407/,Vilnius
Žvėryne,Liepyno ,63,790,12.54,FALSE,3,5,5,2014,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, terasa, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna, videokameros","Labai kokybiškai įrengtas butas, šalia miesto centras, Vingio parkas, nesenai sutvarkytos Neries krantinės, jaukios Žvėryno kavinės, išvystyta infrastruktūra.?? Žinomų dizainerių kurtas interjeras (Inblum).?? Pertvarų pagalba transformuojamos erdvės, daniški HAY baldai.?? Buto langai išeina į tris pastato puses. Galimybė nuolat mėgautis saulės šviesa, pajuntant dienos tėkmę. Pagrindiniai langai (svetainė, miegamasis ir balkonas) žvelgia į centrinę miesto dalį (Barclays pastatas, Vilniaus vartai, Operos ir baleto teatras, Pilypo ir Jokūbo bažnyčia, Gedimino pilis, Trys kryžiai...)?? Erdvi 9m2 terasa su vasaros baldais.??2 talpios spintos (7 ir 5 durų) drabužiams ir daiktams.  ??Automatizuotas Danfoss šildymo valdymas, leidžiantis kiekviename kambaryje nustatyti individualią temperatūrą. ??Premium Villeroy&Boch, Duravit ir Grohe santechnika, Bosch ir AEG buitinė technika.?? Programuojamas vėdinimas su rekuperacija, užtikrinantis gaivų ir švarų orą.?? Šildomos Danfoss vonios grindys, programuojamas gyvatukas.?? Kokybiškas ir taupus LED apšvietimas.?? Erdvus liftas, į kurį lengvai telpa dviratis.?? Parkavimo vieta požeminiame parkinge (+50 EUR/men). ??Dviračių saugykla požeminėje aikštelėje.?? Signalizacija, namas stebimas videokameromis su saugos tarnybos reagavimu incidento atveju.?? Butas nepritaikytas gyvenimui su naminiais gyvūnais ir mažais vaikais. Butas bus laisvas nuo rugsėjo 1 d.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-liepyno-g-labai-kokybiskai-irengtas-butas-salia-miesto-4-832793/,Vilnius
Naujamiestyje,Naugarduko ,52,400,7.69,FALSE,2,3,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,"NUOMOJAMAS SUREMONTUOTAS 2K. BUTAS NAUJAMIESTYJE!Butas laisvas nuo rugsėjo, tačiau kviečiame apžiūrėti Jums patogiu metu!IŠPLANAVIMAS:-- Atskira virtuvė;-- Atskiras miegamasis;-- Pereinama svetainė;-- Vonia ir tualetas atskirai;-- Prieškambaris.ĮRENGIMAS:-- Butas prieš porą metų kapitaliai suremontuotas;-- Visi nuotraukose matomi baldai;-- Integruoti virtuvės baldai su buitine technika;-- Integruota sieninė spinta;-- Aukštos lubos. ŠILDYMAS: -- Centrinis. VIETA:-- Algirdo g. ir Naugarduko g. sankryža;-- Greta prekybos centras „Maxima"".Jei butas tiks, bus taikomas vienkartinis tarpininkavimo mokestis.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-nuomojamas-suremontuotas-2k-butas-4-840133/,Vilnius
Pašilaičiuose,Laisvės p,36,340,9.44,TRUE,1,4,5,2005,2005,TRUE,Mūrinis,Dujinis,Įrengtas,Uždaras kiemas,"Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina",Šarvuotos durys,"Išnuomojamas puikiai įrengtas  1 kambario erdvus butas su baldais su buitine technika ir visomis gyvenimui reikalingomis priemonėmis - siurbliu, lygintuvu,mikrobanga, lyginimo lenta, indais, įrankiais;Labai ekonomiskas butas nei sildamas butas -dujinis, karstas vanduo -sildoma dujomis. Butas rytineje puseje,todel silta i sviesu. 1 kambariai, 34 kv.m. + balkonas (4 kv.m.). L IŠPLANAVIMAS: -Svetaine. - Virtuvė. - Vonios kambarys kartu su tualetu. ĮRENGIMAS: - Puikiai įrengtas butas asmeniniam naudojimui - kokybiškos medžiagos - Visiškai nauji baldai - TV  - Vonios kambaryje - skalbimo mašina,  - Plastikiniai langai  ŠILDYMAS ir MOKESČIAI: - Šildymas dujinis, karstas vanduo -sildoma dujomis PARKAVIMAS: Vieta automobiliui – vidiniame namo kieme.  Garazas PRIVALŪMAI Sutvarkyta, aptverta, prižiūrima, apželdinta teritorija. Įrengtos vaikų žaidimo aikštelės. Šalia aplinkkelio, puikus susisiekimas su miestu. Šalia didelis supermarketas PC ""Maxyma"",,Rimi,Iki,Senukai,Topo centras. - Netoli mokyklos, darželiai Uždaras kiemas,  Kabelinė televizija Papildomos patalpos: Balkonas,  Papildoma įranga: Su baldais, šaldytuvas, viryklė,  dušo kabina Apsauga: šarvuotos durys Garazas • Vieta automobiliui – vidiniame namo kieme.  Rakinama laiptinė su telefonspyne Skanbinkite jums patogiu laikiu ir suteiksim daugiau.Informacijos. Tel. 8 620 92122",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr-isnuomojamas-puikiai-irengtas-1-kambario-4-831181/,Vilnius
Senamiestyje,M. Daukšos ,80,950,11.88,FALSE,3,1,3,1940,0,FALSE,Mūrinis,Geoterminis,Įrengtas,"Aukštos lubos, butas per kelis aukštus, kabelinė televizija, internetas",Terasa,"Vonia, su baldais, kondicionierius, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys, signalizacija","NUOMOJAMAS 3 KAMBARIŲ BUTAS SENAMIESTYJE, ŠALIA AUŠROS VARTŲŠiam butui netaikomi jokie agentūros mokesčiai!• BŪKITE PIRMIEJI GYVENTOJAI - BUTAS NAUJAI ĮRENGTAS• MAŽOS ŠILDYMO IŠLAIDOS (AUTONOMINIS GEOTERMINIS ŠILDYMAS)• STILINGAS INTERJERAS• NUOMOJAMA SU KOKYBIŠKAIS BALDAIS IR BUITINE TECHNIKA	• VIDINIAME KIEME YRA GALIMYBĖ NEMOKAMAI PASTATYTI AUTOMOBILĮ• STRATEGIŠKAI PATOGI VIETA• AUKŠTOS LUBOS, STOROS SIENOS• BUTAS YRA PER DU AUKŠTUSBENDRA INFORMACIJA:• Adresas: M.Daukšos g. 2, Senamiestis• Bendras plotas: 80 kv.m.• Aukštas: 1 iš 3 • Nekampinis, todėl šaltuoju sezono metu yra tikrai šilta• Funkcionalus išplanavimas: 1-ame aukšte yra svetainės erdvė su virtuve, wc, o 0-ajame aukšte (cokoliniame aukšte) yra 2 erdvūs miegamieji kambariai su vonios kambariu.ĮRENGIMAS:• Jaukus interjeras - tarpusavyje derančios ir funkcionalios detalės, patogūs baldai, kokybiška buitinė technika, dominuojanti prabangių spalvų paletė• Langai: plastikinių rėmų su stiklo paketais ir roletais • Durys: įėjimo šarvo, vidaus faneruotos• Sienos: dažytos• Grindys: akmens masės plytelės, medinės lentos• Vonios kambarys: yra 2 san.mazgai – 1-ajame aukšte wc, o 0-ame aukšte wc kartu su dušu (šalia miegamojo), sumontuota kokybiška santechnikaNAMAS ir APLINKA: • Namas – mūrinis, butas rekonstruotas 2018 m.• Tvarkingas ir uždaras kiemas• Namu rūpinasi administratorius “Senamiesčio ūkis“• Kultūringi ir draugiški kaimynaiBALDAI IR BUITINĖ TECHNIKA:• Nuomojamas su baldais (matomais nuotraukose) ir buitine technika (kaitlentė, gartraukiu, šaldytuvu, skalbimo mašina ir kt.)EKSPLOATACINĖS IŠLAIDOS: • Mažos šildymo išlaidos – šalčiausią mėnesį būna nuo 30 eur iki 50 eur, priklausomai nuo individualių šildymosi poreikių• Namo administravimas, šiukšlių išvežimas ir kt. – apie 10 - 13 eur/mėn.• Šaltas ir karštas vanduo, dujos, elektra – tiek kiek sunaudojate pagal galiojančius tarifus• Yra šviesolaidinis internetas ir kabelinė televizija PARKAVIMAS: • Saugi vieta pastatyti nemokamai automobilį vidiniame kieme (šalia įėjimo)• Netoliese taip pat yra galimybė statyti automobilį (už minimalų 15 eur METINĮ mokestį)VIETA• Butas pačiame Vilniaus Senamiestyje • Labai rami vieta, nesigirdi jokio miesto triukšmo• Netoliese yra kavinės, kepyklėlė, vaikų darželiai, mokyklos, parduotuvės ir kt.• Strategiškai patogi vieta – puikus susisiekimas su visomis Vilniaus vietomis tiek visuomeniniu, tiek ir privačiu transportu• Idealiai tinka dirbantiems Centre, Senamiestyje arba aplinkinėse teritorijosePAPILDOMA INFORMACIJA NUOMININKAMS:• Butas laisvas jau dčiau apžiūrėti ir išsinuomoti galite ir anksčiau• Domina ilgalaikė nuoma• Šiam butui netaikomi jokie agentūros mokesčiaiNT brokerė JUSTINA ZABARAUSKIENĖ 8 6 7 0 8 0 6 0 3 • Šiam butui netaikomi jokie agentūros mokesčiaiKyla klausimų? Norite apžiūrėti? Skambinkite ar rašykite! Susitarsime dėl apžiūros arba pasiūlysiu alternatyvų.        ",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-m-dauksos-g-nuomojamas-3-kambariu-butas-senamiestyje-4-833847/,Vilnius
